,Komentar,tokenization
10,soal rekrutmen guru honorer nadiem makarim berikan  solusi salah satunya melalui marketplace guru ,"['soal', 'rekrutmen', 'guru', 'honorer', 'nadiem', 'makarim', 'berikan', 'solusi', 'salah', 'satunya', 'melalui', 'marketplace', 'guru', '']"
11,tanda kemunduran dan menuju kehancuran pendidikan kita tatkala nadiem tidak memuliakan pemberi ilmu atau guru bagaimana mungkin bangsa ini bisa besar sementara gurunya tdk dimuliakan kebijakan marketplace guru adalah bukti paling nyata hilangnya memuliakan guru di satu sisi ,"['tanda', 'kemunduran', 'dan', 'menuju', 'kehancuran', 'pendidikan', 'kita', 'tatkala', 'nadiem', 'tidak', 'memuliakan', 'pemberi', 'ilmu', 'atau', 'guru', 'bagaimana', 'mungkin', 'bangsa', 'ini', 'bisa', 'besar', 'sementara', 'gurunya', 'tdk', 'dimuliakan', 'kebijakan', 'marketplace', 'guru', 'adalah', 'bukti', 'paling', 'nyata', 'hilangnya', 'memuliakan', 'guru', 'di', 'satu', 'sisi', '']"
12,janji nadiem  persen ngawur sebab sangat sarat bermuatan politis nadiem sedang pansos dan cari simpati publik jgn lupa bahwa sederet masalah di kemendikbud sejak nadiem jd menteri yg terbaru soal marketplace guru hingga nasib guru honorer dgn gaji rendah ,"['janji', 'nadiem', 'persen', 'ngawur', 'sebab', 'sangat', 'sarat', 'bermuatan', 'politis', 'nadiem', 'sedang', 'pansos', 'dan', 'cari', 'simpati', 'publik', 'jgn', 'lupa', 'bahwa', 'sederet', 'masalah', 'di', 'kemendikbud', 'sejak', 'nadiem', 'jd', 'menteri', 'yg', 'terbaru', 'soal', 'marketplace', 'guru', 'hingga', 'nasib', 'guru', 'honorer', 'dgn', 'gaji', 'rendah', '']"
13,memang susah pendidikan di indonesia sudah terkapitalisasi dari bawah sampai ke atas karena memang komoditas yg menggiurkan pembukaan uud yang berbunyi setiap warga negara berhak mendapat pendidikan is definitely a bullshit nadiem aja fokusnya bikin marketplace guru,"['memang', 'susah', 'pendidikan', 'di', 'indonesia', 'sudah', 'terkapitalisasi', 'dari', 'bawah', 'sampai', 'ke', 'atas', 'karena', 'memang', 'komoditas', 'yg', 'menggiurkan', 'pembukaan', 'uud', 'yang', 'berbunyi', 'setiap', 'warga', 'negara', 'berhak', 'mendapat', 'pendidikan', 'is', 'definitely', 'a', 'bullshit', 'nadiem', 'aja', 'fokusnya', 'bikin', 'marketplace', 'guru']"
14,mendikbudristek nadiem makarim mengusulkan pembentukan marketplace guru lokapasar ini merupakan pangkalan data berisi profil guru yang rencananya mulai berlaku pada  namun ide itu justru menimbulkan polemik apa sebabnya baca selengkapnya  ,"['mendikbudristek', 'nadiem', 'makarim', 'mengusulkan', 'pembentukan', 'marketplace', 'guru', 'lokapasar', 'ini', 'merupakan', 'pangkalan', 'data', 'berisi', 'profil', 'guru', 'yang', 'rencananya', 'mulai', 'berlaku', 'pada', 'namun', 'ide', 'itu', 'justru', 'menimbulkan', 'polemik', 'apa', 'sebabnya', 'baca', 'selengkapnya', '']"
15,soal rekrutmen guru honorer nadiem makarim berikan  solusi salah satunya melalui marketplace guru ,"['soal', 'rekrutmen', 'guru', 'honorer', 'nadiem', 'makarim', 'berikan', 'solusi', 'salah', 'satunya', 'melalui', 'marketplace', 'guru', '']"
16,soal rekrutmen guru honorer nadiem makarim berikan  solusi salah satunya melalui marketplace guru ,"['soal', 'rekrutmen', 'guru', 'honorer', 'nadiem', 'makarim', 'berikan', 'solusi', 'salah', 'satunya', 'melalui', 'marketplace', 'guru', '']"
17,prokontra marketplace guru ala menteri nadiem ,"['prokontra', 'marketplace', 'guru', 'ala', 'menteri', 'nadiem', '']"
18,nadiem usul pembentukan marketplace guru pada  namanya ruang talenta guru ,"['nadiem', 'usul', 'pembentukan', 'marketplace', 'guru', 'pada', 'namanya', 'ruang', 'talenta', 'guru', '']"
19,nadiem ibaratkan guru seperti barang di pasar aplikasi marketplace guru disoroti ,"['nadiem', 'ibaratkan', 'guru', 'seperti', 'barang', 'di', 'pasar', 'aplikasi', 'marketplace', 'guru', 'disoroti', '']"
20,nah kalo ini yg bikin aku pengen nadiem segera diganti aja please segala marketplace marketplace guru profesi guru udh gada harga dirinya dimata mentrinya sendiri,"['nah', 'kalo', 'ini', 'yg', 'bikin', 'aku', 'pengen', 'nadiem', 'segera', 'diganti', 'aja', 'please', 'segala', 'marketplace', 'marketplace', 'guru', 'profesi', 'guru', 'udh', 'gada', 'harga', 'dirinya', 'dimata', 'mentrinya', 'sendiri']"
21,guru banyak tp menumpuk dikota meratanya yg belum sampai daerah terpencil jd bkn masalah order guru lah soal marketplace guru pengamat nilai nadiem tak paham kondisi pendidikan indonesia ,"['guru', 'banyak', 'tp', 'menumpuk', 'dikota', 'meratanya', 'yg', 'belum', 'sampai', 'daerah', 'terpencil', 'jd', 'bkn', 'masalah', 'order', 'guru', 'lah', 'soal', 'marketplace', 'guru', 'pengamat', 'nilai', 'nadiem', 'tak', 'paham', 'kondisi', 'pendidikan', 'indonesia', '']"
22,soal marketplace guru pengamat nilai nadiem tak paham kondisi pendidikan indonesia ,"['soal', 'marketplace', 'guru', 'pengamat', 'nilai', 'nadiem', 'tak', 'paham', 'kondisi', 'pendidikan', 'indonesia', '']"
23,sentil marketplace guru usulan nadiem pengamat sebut pr lebih besar ,"['sentil', 'marketplace', 'guru', 'usulan', 'nadiem', 'pengamat', 'sebut', 'pr', 'lebih', 'besar', '']"
24,solusi nadiem bikin marketplace guru ,"['solusi', 'nadiem', 'bikin', 'marketplace', 'guru', '']"
25,wacana nadiem bikin marketplace guru banjir kritik dari gurupengamat  lewat com,"['wacana', 'nadiem', 'bikin', 'marketplace', 'guru', 'banjir', 'kritik', 'dari', 'gurupengamat', 'lewat', 'com']"
26,emang kadang nadiem bener bikin guru masuk marketplace kalau begini ,"['emang', 'kadang', 'nadiem', 'bener', 'bikin', 'guru', 'masuk', 'marketplace', 'kalau', 'begini', '']"
27,pabelan tv penerapan sistem marketplace dalam perekrutan guru yang diperkenalkan oleh nadiem makarim selaku menteri pendidikan kebudayaan riset dan teknologi mendikbudristek belakangan ini tengah menjadi sorotan,"['pabelan', 'tv', 'penerapan', 'sistem', 'marketplace', 'dalam', 'perekrutan', 'guru', 'yang', 'diperkenalkan', 'oleh', 'nadiem', 'makarim', 'selaku', 'menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'belakangan', 'ini', 'tengah', 'menjadi', 'sorotan']"
28,apakah gagasan nadiem makarim untuk membuat platform digital marketplace guru dapat menyelesaikan persoalan karut marut guru pegawai pemerintah dengan perjanjian kerjapk simak di link ini  ,"['apakah', 'gagasan', 'nadiem', 'makarim', 'untuk', 'membuat', 'platform', 'digital', 'marketplace', 'guru', 'dapat', 'menyelesaikan', 'persoalan', 'karut', 'marut', 'guru', 'pegawai', 'pemerintah', 'dengan', 'perjanjian', 'kerjapk', 'simak', 'di', 'link', 'ini', '']"
29,syarat terakhir lanyalla meminta kepada menteri nadiem untuk mengganti nama platform tersebut bukan marketplace guru tapi cukup menggunakan istilah platform database guru yang bersifat living dan updated ,"['syarat', 'terakhir', 'lanyalla', 'meminta', 'kepada', 'menteri', 'nadiem', 'untuk', 'mengganti', 'nama', 'platform', 'tersebut', 'bukan', 'marketplace', 'guru', 'tapi', 'cukup', 'menggunakan', 'istilah', 'platform', 'database', 'guru', 'yang', 'bersifat', 'living', 'dan', 'updated', '']"
30,gagasan mendikbudristek nadiem makarim tentang marketplace guru ramairamai ditolak oleh anggota komisi x dpr ri para anggota dpr menilai gagasan tersebut tidak menyelesaikan akar permasalahan soal tenaga pendidikan di indonesia  ,"['gagasan', 'mendikbudristek', 'nadiem', 'makarim', 'tentang', 'marketplace', 'guru', 'ramairamai', 'ditolak', 'oleh', 'anggota', 'komisi', 'x', 'dpr', 'ri', 'para', 'anggota', 'dpr', 'menilai', 'gagasan', 'tersebut', 'tidak', 'menyelesaikan', 'akar', 'permasalahan', 'soal', 'tenaga', 'pendidikan', 'di', 'indonesia', '']"
31,sistem pendidikan yang pernah anies gagas saat menjadi menteri pendidikan kini guru bisa di cari di marketplace oleh nadiem makarim kocak  cekidot  ,"['sistem', 'pendidikan', 'yang', 'pernah', 'anies', 'gagas', 'saat', 'menjadi', 'menteri', 'pendidikan', 'kini', 'guru', 'bisa', 'di', 'cari', 'di', 'marketplace', 'oleh', 'nadiem', 'makarim', 'kocak', 'cekidot', '']"
32,wakil ketua komisi vii dpr ri eddy soeparno pada jumat  mengkritik kebijakan marketplace guru ide yang digagas oleh menteri pendidikan kebudayaaan riset dan teknologi nadiem makarim bulan mei lalu   ,"['wakil', 'ketua', 'komisi', 'vii', 'dpr', 'ri', 'eddy', 'soeparno', 'pada', 'jumat', 'mengkritik', 'kebijakan', 'marketplace', 'guru', 'ide', 'yang', 'digagas', 'oleh', 'menteri', 'pendidikan', 'kebudayaaan', 'riset', 'dan', 'teknologi', 'nadiem', 'makarim', 'bulan', 'mei', 'lalu', '']"
33,pan minta nadiem kaji ulang konsep marketplace guru timpang kesejahteraan guru yang harus diatasi ,"['pan', 'minta', 'nadiem', 'kaji', 'ulang', 'konsep', 'marketplace', 'guru', 'timpang', 'kesejahteraan', 'guru', 'yang', 'harus', 'diatasi', '']"
34,tak banyak partai yang konsisten memebela nasib para guru salah satunya adl pan eddy soeparno sekjend dpp pan lebih menekankan kesejateraan guru ketimbang upaya marketplace guru yg diajukan oleh nadiem makarim ,"['tak', 'banyak', 'partai', 'yang', 'konsisten', 'memebela', 'nasib', 'para', 'guru', 'salah', 'satunya', 'adl', 'pan', 'eddy', 'soeparno', 'sekjend', 'dpp', 'pan', 'lebih', 'menekankan', 'kesejateraan', 'guru', 'ketimbang', 'upaya', 'marketplace', 'guru', 'yg', 'diajukan', 'oleh', 'nadiem', 'makarim', '']"
35,ini yg kebijakan siswa bisa milih guru yg ngajar ya saya liatliat kebanyakan yg protes istilahnya marketplace daripada fungsi dan tujuan programnya program ini lebih bagus untuk perguruan tinggi daripada sekolah krn utk kondisi saat ini independensi siswa masih minim,"['ini', 'yg', 'kebijakan', 'siswa', 'bisa', 'milih', 'guru', 'yg', 'ngajar', 'ya', 'saya', 'liatliat', 'kebanyakan', 'yg', 'protes', 'istilahnya', 'marketplace', 'daripada', 'fungsi', 'dan', 'tujuan', 'programnya', 'program', 'ini', 'lebih', 'bagus', 'untuk', 'perguruan', 'tinggi', 'daripada', 'sekolah', 'krn', 'utk', 'kondisi', 'saat', 'ini', 'independensi', 'siswa', 'masih', 'minim']"
36,marketplace guru bukan solusi tepat pendidikan kita  malam jumat yang berbahagia namun tidak dgn luhut haris azhar dan fatia yg abis bersidang merupakan saat yg tepat utk bahas kebijakan mendikbud nadiem yang penuh kontroversi ini ,"['marketplace', 'guru', 'bukan', 'solusi', 'tepat', 'pendidikan', 'kita', 'malam', 'jumat', 'yang', 'berbahagia', 'namun', 'tidak', 'dgn', 'luhut', 'haris', 'azhar', 'dan', 'fatia', 'yg', 'abis', 'bersidang', 'merupakan', 'saat', 'yg', 'tepat', 'utk', 'bahas', 'kebijakan', 'mendikbud', 'nadiem', 'yang', 'penuh', 'kontroversi', 'ini', '']"
37,nadiem bilang marketplace guru bisa menjadi akses kepala sekolah agar dapat merekrut serta memenuhi kebutuhan guru langsung dari marketplace tanpa harus menunggu perekrutan nasional tapi apakah ini solusi paling tepat untuk masalah pendidikan yang carut marut di indonesia ,"['nadiem', 'bilang', 'marketplace', 'guru', 'bisa', 'menjadi', 'akses', 'kepala', 'sekolah', 'agar', 'dapat', 'merekrut', 'serta', 'memenuhi', 'kebutuhan', 'guru', 'langsung', 'dari', 'marketplace', 'tanpa', 'harus', 'menunggu', 'perekrutan', 'nasional', 'tapi', 'apakah', 'ini', 'solusi', 'paling', 'tepat', 'untuk', 'masalah', 'pendidikan', 'yang', 'carut', 'marut', 'di', 'indonesia', '']"
38,sekilas kebijakan nadiem soal marketplace guru menjanjikan dan masuk akal namun jk dikaji lebih dlm kebijakannya dungu kalo kata rocky gerung ide soal ini mnjadi solusi agar masalah merekrut guru cepat kepala sekolah bs mencari guru yg dibutuhkan melalui aplikasi dgn cepat ,"['sekilas', 'kebijakan', 'nadiem', 'soal', 'marketplace', 'guru', 'menjanjikan', 'dan', 'masuk', 'akal', 'namun', 'jk', 'dikaji', 'lebih', 'dlm', 'kebijakannya', 'dungu', 'kalo', 'kata', 'rocky', 'gerung', 'ide', 'soal', 'ini', 'mnjadi', 'solusi', 'agar', 'masalah', 'merekrut', 'guru', 'cepat', 'kepala', 'sekolah', 'bs', 'mencari', 'guru', 'yg', 'dibutuhkan', 'melalui', 'aplikasi', 'dgn', 'cepat', '']"
39,nadiem dan kebijakan ngaur soal marketplace guru mulai dari raffi ahmad sule komeng semuanya sepakat bhwa masalah utama guru adalah kesejahteraan bukan perekrutan guru apalagi nadiem ingin membuat marketplace guru yg justru menimbulkan masalah baru ,"['nadiem', 'dan', 'kebijakan', 'ngaur', 'soal', 'marketplace', 'guru', 'mulai', 'dari', 'raffi', 'ahmad', 'sule', 'komeng', 'semuanya', 'sepakat', 'bhwa', 'masalah', 'utama', 'guru', 'adalah', 'kesejahteraan', 'bukan', 'perekrutan', 'guru', 'apalagi', 'nadiem', 'ingin', 'membuat', 'marketplace', 'guru', 'yg', 'justru', 'menimbulkan', 'masalah', 'baru', '']"
40,ngopi dulu sambil nungguin si nadiem bangun perdebatan dikalangan partai pun terjadi gara marketplace ala nadiem yg tdk jelas ia mengajukan bhw guru yg lulus pppk sejak awal memang ga dijamin akan mendapatkan penempatan begini nih kalau kurangnya komunikasi jadi ngaco ,"['ngopi', 'dulu', 'sambil', 'nungguin', 'si', 'nadiem', 'bangun', 'perdebatan', 'dikalangan', 'partai', 'pun', 'terjadi', 'gara', 'marketplace', 'ala', 'nadiem', 'yg', 'tdk', 'jelas', 'ia', 'mengajukan', 'bhw', 'guru', 'yg', 'lulus', 'pppk', 'sejak', 'awal', 'memang', 'ga', 'dijamin', 'akan', 'mendapatkan', 'penempatan', 'begini', 'nih', 'kalau', 'kurangnya', 'komunikasi', 'jadi', 'ngaco', '']"
41,jalur tikus marketplace guru ala nadiem bung madin kali ini mau bongkar sisi bobrok dari marketplace guru yg bkn hanya sekadar kebijakan belaka melainkan tersimpan sisi bisnis korupsi hingga memperdagangkan guru layaknya barang dagangan sadisss ,"['jalur', 'tikus', 'marketplace', 'guru', 'ala', 'nadiem', 'bung', 'madin', 'kali', 'ini', 'mau', 'bongkar', 'sisi', 'bobrok', 'dari', 'marketplace', 'guru', 'yg', 'bkn', 'hanya', 'sekadar', 'kebijakan', 'belaka', 'melainkan', 'tersimpan', 'sisi', 'bisnis', 'korupsi', 'hingga', 'memperdagangkan', 'guru', 'layaknya', 'barang', 'dagangan', 'sadisss', '']"
42,marketplace memang bisa mempertemukan demand amp supply dgn cepat tapi bagaimana meningkatkan kualitas dan kesejahteraan guru blm terjawab program marketplace guru inisiasi nadiem dikritik pan dinilai hanya solusi jangka pendek monggo pak  ,"['marketplace', 'memang', 'bisa', 'mempertemukan', 'demand', 'amp', 'supply', 'dgn', 'cepat', 'tapi', 'bagaimana', 'meningkatkan', 'kualitas', 'dan', 'kesejahteraan', 'guru', 'blm', 'terjawab', 'program', 'marketplace', 'guru', 'inisiasi', 'nadiem', 'dikritik', 'pan', 'dinilai', 'hanya', 'solusi', 'jangka', 'pendek', 'monggo', 'pak', '']"
43,bukti pan peduli dengan nasib guru wakil ketua komisi vii dpr eddy soeparno menyoroti ide dari menteri pendidikan kebudayaan riset dan teknologi mendikbudristek nadiem makarim soal pembentukan platform marketplace guru atau lokapasar untuk penyelesaian masalah pendidikan di indonesia eddy mengatakan bahwa ide tersebut kurang tepat untuk dilakukan saat ini eddy menilai platform tersebut juga tidak bisa memastikan soal kualitas guru dia menyebut nadiem seharusnya menyelesaikan masalah yang ada seperti soal ketimpangan kesejahteraan ,"['bukti', 'pan', 'peduli', 'dengan', 'nasib', 'guru', 'wakil', 'ketua', 'komisi', 'vii', 'dpr', 'eddy', 'soeparno', 'menyoroti', 'ide', 'dari', 'menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'soal', 'pembentukan', 'platform', 'marketplace', 'guru', 'atau', 'lokapasar', 'untuk', 'penyelesaian', 'masalah', 'pendidikan', 'di', 'indonesia', 'eddy', 'mengatakan', 'bahwa', 'ide', 'tersebut', 'kurang', 'tepat', 'untuk', 'dilakukan', 'saat', 'ini', 'eddy', 'menilai', 'platform', 'tersebut', 'juga', 'tidak', 'bisa', 'memastikan', 'soal', 'kualitas', 'guru', 'dia', 'menyebut', 'nadiem', 'seharusnya', 'menyelesaikan', 'masalah', 'yang', 'ada', 'seperti', 'soal', 'ketimpangan', 'kesejahteraan', '']"
44,kritik marketplace guru gagasan nadiem loyalis jokowi berpotensi memunculkan subjektivitas dari sekolah dan stakeholder     ,"['kritik', 'marketplace', 'guru', 'gagasan', 'nadiem', 'loyalis', 'jokowi', 'berpotensi', 'memunculkan', 'subjektivitas', 'dari', 'sekolah', 'dan', 'stakeholder', '']"
45,marketplace guru ala mas nadiem ini keren menurutku apalg jaman now mengingat masih bnyk dibutuhkan tenaga guru di pelosok tanah air ,"['marketplace', 'guru', 'ala', 'mas', 'nadiem', 'ini', 'keren', 'menurutku', 'apalg', 'jaman', 'now', 'mengingat', 'masih', 'bnyk', 'dibutuhkan', 'tenaga', 'guru', 'di', 'pelosok', 'tanah', 'air', '']"
46,ide tersebut berupa gagasan pembentukan platform bernama marketplace guru menurut nadiem pencetusan gagasan marketplace guru sebagai upaya dalam mengatasi masalah tenaga guru honorer yang terjadi selama bertahuntahun platform marketplace guru merupakan media perekrutan guru ,"['ide', 'tersebut', 'berupa', 'gagasan', 'pembentukan', 'platform', 'bernama', 'marketplace', 'guru', 'menurut', 'nadiem', 'pencetusan', 'gagasan', 'marketplace', 'guru', 'sebagai', 'upaya', 'dalam', 'mengatasi', 'masalah', 'tenaga', 'guru', 'honorer', 'yang', 'terjadi', 'selama', 'bertahuntahun', 'platform', 'marketplace', 'guru', 'merupakan', 'media', 'perekrutan', 'guru', '']"
47, marketplace guru solusi atau degradasi halo warga pendidikan ekonomi salam perjuangan salam demokrasi bagi kita semua dewasa ini dunia pendidikan dihebohkan oleh ide baru yang di keluarkan oleh menteri pendidikan kebudayaan riset dan teknologi nadiem makarim ,"['', 'marketplace', 'guru', 'solusi', 'atau', 'degradasi', 'halo', 'warga', 'pendidikan', 'ekonomi', 'salam', 'perjuangan', 'salam', 'demokrasi', 'bagi', 'kita', 'semua', 'dewasa', 'ini', 'dunia', 'pendidikan', 'dihebohkan', 'oleh', 'ide', 'baru', 'yang', 'di', 'keluarkan', 'oleh', 'menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'nadiem', 'makarim', '']"
48, untuk mengurus perekrutan guru marketplace menteri nadiem menyampaikan bahwa guru yang lulus ujian pppk sejak awal memang tidak dijamin akan mendapat penempatan pernyataan ini mengagetkan banyak guru karena sejak awal mereka merasa bahwa bila lulus pppk berarti akan,"['', 'untuk', 'mengurus', 'perekrutan', 'guru', 'marketplace', 'menteri', 'nadiem', 'menyampaikan', 'bahwa', 'guru', 'yang', 'lulus', 'ujian', 'pppk', 'sejak', 'awal', 'memang', 'tidak', 'dijamin', 'akan', 'mendapat', 'penempatan', 'pernyataan', 'ini', 'mengagetkan', 'banyak', 'guru', 'karena', 'sejak', 'awal', 'mereka', 'merasa', 'bahwa', 'bila', 'lulus', 'pppk', 'berarti', 'akan']"
49, jika gaji guru pppk nanti dibayar melalui sekolah secara langsung sebagaimana dana bos potensi korupsi kolusi dan nepotisme kkn yang selama ini terjadi pada dana bos akan berpotensi besar terjadi pula pada marketplace nadiem berjanji dana yang ditransfer,"['', 'jika', 'gaji', 'guru', 'pppk', 'nanti', 'dibayar', 'melalui', 'sekolah', 'secara', 'langsung', 'sebagaimana', 'dana', 'bos', 'potensi', 'korupsi', 'kolusi', 'dan', 'nepotisme', 'kkn', 'yang', 'selama', 'ini', 'terjadi', 'pada', 'dana', 'bos', 'akan', 'berpotensi', 'besar', 'terjadi', 'pula', 'pada', 'marketplace', 'nadiem', 'berjanji', 'dana', 'yang', 'ditransfer']"
50, dengan langsung ke sekolah melalui marketplace guru anggaran guru solusi nadiem ini jelas tidak memecahkan persoalan inti yaitu selisih kuota guru antara pusat dan daerah,"['', 'dengan', 'langsung', 'ke', 'sekolah', 'melalui', 'marketplace', 'guru', 'anggaran', 'guru', 'solusi', 'nadiem', 'ini', 'jelas', 'tidak', 'memecahkan', 'persoalan', 'inti', 'yaitu', 'selisih', 'kuota', 'guru', 'antara', 'pusat', 'dan', 'daerah']"
51, meskipun sistem ini nanti bersifat tertutup paradigma guru sebagai produk dan sekolah sebagai warung dagangan akan diwujudkan dalam marketplace guru ala nadiem ini velislava hillman dan molly esquivel  menggambarkan bagaimana guru profesional di inggris harus ,"['', 'meskipun', 'sistem', 'ini', 'nanti', 'bersifat', 'tertutup', 'paradigma', 'guru', 'sebagai', 'produk', 'dan', 'sekolah', 'sebagai', 'warung', 'dagangan', 'akan', 'diwujudkan', 'dalam', 'marketplace', 'guru', 'ala', 'nadiem', 'ini', 'velislava', 'hillman', 'dan', 'molly', 'esquivel', 'menggambarkan', 'bagaimana', 'guru', 'profesional', 'di', 'inggris', 'harus', '']"
52, melalui pihak ketiga edtech dengan demikian guru harus siap dipajang layaknya barang dagangan mslahny nadiem hendak menerapkan pola kerja marketplace ini dalam seleksi aparatur sipil negara asn guru pppk yang notabene merupakan seleksi guru yg dilakukan pemerintah,"['', 'melalui', 'pihak', 'ketiga', 'edtech', 'dengan', 'demikian', 'guru', 'harus', 'siap', 'dipajang', 'layaknya', 'barang', 'dagangan', 'mslahny', 'nadiem', 'hendak', 'menerapkan', 'pola', 'kerja', 'marketplace', 'ini', 'dalam', 'seleksi', 'aparatur', 'sipil', 'negara', 'asn', 'guru', 'pppk', 'yang', 'notabene', 'merupakan', 'seleksi', 'guru', 'yg', 'dilakukan', 'pemerintah']"
53, pppk untuk guru salah satunya nadiem menawarkan marketplace guru sebagai solusi untuk formasi guru yang tidak kunjung terpenuhi hingga kini,"['', 'pppk', 'untuk', 'guru', 'salah', 'satunya', 'nadiem', 'menawarkan', 'marketplace', 'guru', 'sebagai', 'solusi', 'untuk', 'formasi', 'guru', 'yang', 'tidak', 'kunjung', 'terpenuhi', 'hingga', 'kini']"
54,program marketplace guru inisiasi nadiem dikritik dinilai hanya solusi jangka pendek ,"['program', 'marketplace', 'guru', 'inisiasi', 'nadiem', 'dikritik', 'dinilai', 'hanya', 'solusi', 'jangka', 'pendek', '']"
55,wow busyet  guru diperjualbelikan di marketplace bagai barang dagangan  kritik marketplace guru ala nadiem makarim ,"['wow', 'busyet', 'guru', 'diperjualbelikan', 'di', 'marketplace', 'bagai', 'barang', 'dagangan', 'kritik', 'marketplace', 'guru', 'ala', 'nadiem', 'makarim', '']"
56,kritik marketplace guru ala nadiem makarim ,"['kritik', 'marketplace', 'guru', 'ala', 'nadiem', 'makarim', '']"
57,kalo dokter kayanya belom om kalo guru udah mau tuh apa udah ya sama si nadiem marketplace guru,"['kalo', 'dokter', 'kayanya', 'belom', 'om', 'kalo', 'guru', 'udah', 'mau', 'tuh', 'apa', 'udah', 'ya', 'sama', 'si', 'nadiem', 'marketplace', 'guru']"
58,wakil ketua komisi vii dpr mengkritik ide mendikbudristek nadiem makarim soal pembentukan platform marketplace guru ,"['wakil', 'ketua', 'komisi', 'vii', 'dpr', 'mengkritik', 'ide', 'mendikbudristek', 'nadiem', 'makarim', 'soal', 'pembentukan', 'platform', 'marketplace', 'guru', '']"
59,wakil ketua komisi vii dpr eddy soeparno mengkritik ide mendikbudristek nadiem makarim soal pembentukan platform marketplace guru ,"['wakil', 'ketua', 'komisi', 'vii', 'dpr', 'eddy', 'soeparno', 'mengkritik', 'ide', 'mendikbudristek', 'nadiem', 'makarim', 'soal', 'pembentukan', 'platform', 'marketplace', 'guru', '']"
