,Komentar,tokenization
745,kamu sudah ppg sudah guru honorer yuk join marketplace guru   lewat ,"['kamu', 'sudah', 'ppg', 'sudah', 'guru', 'honorer', 'yuk', 'join', 'marketplace', 'guru', 'lewat', '']"
746,kok kurang setuju ya sama nama marketplace guru mungkin niatnya pak nadhim baik cara penuangan gagasannya juga oke tp alangkah bagusnya jika nama marketplace guru diganti soalnya kayak jual barang aja ini manusia lho klo manusia bisa di chek out aku mw check out mbak jihyo aja,"['kok', 'kurang', 'setuju', 'ya', 'sama', 'nama', 'marketplace', 'guru', 'mungkin', 'niatnya', 'pak', 'nadhim', 'baik', 'cara', 'penuangan', 'gagasannya', 'juga', 'oke', 'tp', 'alangkah', 'bagusnya', 'jika', 'nama', 'marketplace', 'guru', 'diganti', 'soalnya', 'kayak', 'jual', 'barang', 'aja', 'ini', 'manusia', 'lho', 'klo', 'manusia', 'bisa', 'di', 'chek', 'out', 'aku', 'mw', 'check', 'out', 'mbak', 'jihyo', 'aja']"
747,hetifah usulkan marketplace untuk efektifkan sistem rekrutmen guru pppk         ,"['hetifah', 'usulkan', 'marketplace', 'untuk', 'efektifkan', 'sistem', 'rekrutmen', 'guru', 'pppk', '']"
748,menjawab kebutuhan sekolah yang mencari  dalam waktu cepat  berencana menerapkan sistem marketplace ,"['menjawab', 'kebutuhan', 'sekolah', 'yang', 'mencari', 'dalam', 'waktu', 'cepat', 'berencana', 'menerapkan', 'sistem', 'marketplace', '']"
749,marketplace guru hah apalagi ini ,"['marketplace', 'guru', 'hah', 'apalagi', 'ini', '']"
750,mendikbud ristek sampaikan konsep ide marketplace guru saat rapat kerja bersama komisi x dpr ri apa itu ,"['mendikbud', 'ristek', 'sampaikan', 'konsep', 'ide', 'marketplace', 'guru', 'saat', 'rapat', 'kerja', 'bersama', 'komisi', 'x', 'dpr', 'ri', 'apa', 'itu', '']"
751, coba ini diurus soal pendidikan dari pada urus guru di marketplacekalau gak bisa atau gak sanggup ngundurin diri aja jadi  ,"['', 'coba', 'ini', 'diurus', 'soal', 'pendidikan', 'dari', 'pada', 'urus', 'guru', 'di', 'marketplacekalau', 'gak', 'bisa', 'atau', 'gak', 'sanggup', 'ngundurin', 'diri', 'aja', 'jadi', '']"
752,rekruitmen guru tahun  lewat marketplace pgri makassar sangat bagus sekali kalau jujur     ,"['rekruitmen', 'guru', 'tahun', 'lewat', 'marketplace', 'pgri', 'makassar', 'sangat', 'bagus', 'sekali', 'kalau', 'jujur', '']"
753,sementara masih ada sekitar  ribu lebih guru honorer yang belum mendapatkan sk perlu diperhatikan pan minta mendikbud mengkaji ulang wacana marketplace untuk guru partai amanat nasional pan mengajak menteri pendidikan budaya riset dan tekonologi nadiem anwar makarim untuk mengkaji ulang wacana perihal marketplace untuk guru hal itu menjadi perhatian pan karena menilai cara tersebut bukan menjadi solusi utama untuk menyelesaikan masalah perekrutan guru ,"['sementara', 'masih', 'ada', 'sekitar', 'ribu', 'lebih', 'guru', 'honorer', 'yang', 'belum', 'mendapatkan', 'sk', 'perlu', 'diperhatikan', 'pan', 'minta', 'mendikbud', 'mengkaji', 'ulang', 'wacana', 'marketplace', 'untuk', 'guru', 'partai', 'amanat', 'nasional', 'pan', 'mengajak', 'menteri', 'pendidikan', 'budaya', 'riset', 'dan', 'tekonologi', 'nadiem', 'anwar', 'makarim', 'untuk', 'mengkaji', 'ulang', 'wacana', 'perihal', 'marketplace', 'untuk', 'guru', 'hal', 'itu', 'menjadi', 'perhatian', 'pan', 'karena', 'menilai', 'cara', 'tersebut', 'bukan', 'menjadi', 'solusi', 'utama', 'untuk', 'menyelesaikan', 'masalah', 'perekrutan', 'guru', '']"
754,simulasi marketplace calon guru asn solusi kekurangan guru amp pengangkat  via ,"['simulasi', 'marketplace', 'calon', 'guru', 'asn', 'solusi', 'kekurangan', 'guru', 'amp', 'pengangkat', 'via', '']"
755,klo lihat prospek kerja si perawat karena kesehatan itu jarang yng nganggur pasti bnyk dibutuhin klo pgsd kan hrus jdi honorer dulu dan katanya skrng ad sistem guru marketplace gitu honorer gbisa lngsung bisa mengajar hrus lolos ap dulu gitu,"['klo', 'lihat', 'prospek', 'kerja', 'si', 'perawat', 'karena', 'kesehatan', 'itu', 'jarang', 'yng', 'nganggur', 'pasti', 'bnyk', 'dibutuhin', 'klo', 'pgsd', 'kan', 'hrus', 'jdi', 'honorer', 'dulu', 'dan', 'katanya', 'skrng', 'ad', 'sistem', 'guru', 'marketplace', 'gitu', 'honorer', 'gbisa', 'lngsung', 'bisa', 'mengajar', 'hrus', 'lolos', 'ap', 'dulu', 'gitu']"
756,nadiem tawarkan program marketplace buat guru honorer pppk apa itu ,"['nadiem', 'tawarkan', 'program', 'marketplace', 'buat', 'guru', 'honorer', 'pppk', 'apa', 'itu', '']"
757,lirik hymne guru perlu diubah gak ya     ,"['lirik', 'hymne', 'guru', 'perlu', 'diubah', 'gak', 'ya', '']"
758,rekrutmen guru dibikin sistem marketplace  mendikbud nadiem makarim akan berlakukan sistem marketplace untuk rekrutmen guru pegawai pemerintah dengan perjanjian kerja pppk pada  ,"['rekrutmen', 'guru', 'dibikin', 'sistem', 'marketplace', 'mendikbud', 'nadiem', 'makarim', 'akan', 'berlakukan', 'sistem', 'marketplace', 'untuk', 'rekrutmen', 'guru', 'pegawai', 'pemerintah', 'dengan', 'perjanjian', 'kerja', 'pppk', 'pada', '']"
759,just over  gurus remaining in wave  soon sub  is out of reach but we are also glad to see an exciting secondary marketplace already beaming with bch guru colours check out  to catch your fav gurus if you missed wave  ,"['just', 'over', 'gurus', 'remaining', 'in', 'wave', 'soon', 'sub', 'is', 'out', 'of', 'reach', 'but', 'we', 'are', 'also', 'glad', 'to', 'see', 'an', 'exciting', 'secondary', 'marketplace', 'already', 'beaming', 'with', 'bch', 'guru', 'colours', 'check', 'out', 'to', 'catch', 'your', 'fav', 'gurus', 'if', 'you', 'missed', 'wave', '']"
760,nadiem rancang rekrutmen guru berkonsep marketplace ,"['nadiem', 'rancang', 'rekrutmen', 'guru', 'berkonsep', 'marketplace', '']"
761,kepikiran di jalan tadi apa sebenarnya mendikbud pengen buat marketplace guru kayak halodc ya i mean peserta didik tinggal konsul aja gitu ke guru tapi tugas guru kan mendidik ya kalau kek gitu ya sekalian aja kemendikbud bikin bimbel online kek ruang gru ahahahaha,"['kepikiran', 'di', 'jalan', 'tadi', 'apa', 'sebenarnya', 'mendikbud', 'pengen', 'buat', 'marketplace', 'guru', 'kayak', 'halodc', 'ya', 'i', 'mean', 'peserta', 'didik', 'tinggal', 'konsul', 'aja', 'gitu', 'ke', 'guru', 'tapi', 'tugas', 'guru', 'kan', 'mendidik', 'ya', 'kalau', 'kek', 'gitu', 'ya', 'sekalian', 'aja', 'kemendikbud', 'bikin', 'bimbel', 'online', 'kek', 'ruang', 'gru', 'ahahahaha']"
762,gw liat konten ini kan dibawa ke tiktok trus isi komen nya langsung pada gue setuju marketplace buat guru harus dijalanin wkwk,"['gw', 'liat', 'konten', 'ini', 'kan', 'dibawa', 'ke', 'tiktok', 'trus', 'isi', 'komen', 'nya', 'langsung', 'pada', 'gue', 'setuju', 'marketplace', 'buat', 'guru', 'harus', 'dijalanin', 'wkwk']"
763,mendikbud nadiem makarim rencanakan tetapkan sistem marketplace untuk melakukan perekrutan guru pppk ,"['mendikbud', 'nadiem', 'makarim', 'rencanakan', 'tetapkan', 'sistem', 'marketplace', 'untuk', 'melakukan', 'perekrutan', 'guru', 'pppk', '']"
764,hetifah usulkan marketplace untuk efektifkan sistem rekrutmen guru pppk      ,"['hetifah', 'usulkan', 'marketplace', 'untuk', 'efektifkan', 'sistem', 'rekrutmen', 'guru', 'pppk', '']"
765,marketplace guru ini ada ada saja,"['marketplace', 'guru', 'ini', 'ada', 'ada', 'saja']"
766,guru honorer otomatis diangkat asn melalui marketplace guru bagaimana mekanismenya ,"['guru', 'honorer', 'otomatis', 'diangkat', 'asn', 'melalui', 'marketplace', 'guru', 'bagaimana', 'mekanismenya', '']"
767,marketplace guru itu program ditujukan untuk guru honorerlulusan guru yg belum dapat pekerjaan dia bisa daftar disitu lalu sekolah tinggal yg butuh tinggal rekrut yg bayar itu dr pusat ingat ini program untuk guru honorer biar lebih sejahtera karena bayaranya dari pusat,"['marketplace', 'guru', 'itu', 'program', 'ditujukan', 'untuk', 'guru', 'honorerlulusan', 'guru', 'yg', 'belum', 'dapat', 'pekerjaan', 'dia', 'bisa', 'daftar', 'disitu', 'lalu', 'sekolah', 'tinggal', 'yg', 'butuh', 'tinggal', 'rekrut', 'yg', 'bayar', 'itu', 'dr', 'pusat', 'ingat', 'ini', 'program', 'untuk', 'guru', 'honorer', 'biar', 'lebih', 'sejahtera', 'karena', 'bayaranya', 'dari', 'pusat']"
768,marketplace guru bagus istilahnya saja yg masih kurang penyesuaian secara substansi mirip linkedin bisa jadi alternatif solusi loker guru,"['marketplace', 'guru', 'bagus', 'istilahnya', 'saja', 'yg', 'masih', 'kurang', 'penyesuaian', 'secara', 'substansi', 'mirip', 'linkedin', 'bisa', 'jadi', 'alternatif', 'solusi', 'loker', 'guru']"
769,marketplace guru itu bagus jangan lemah hanya orang bodoh yang mengeluh dengan trobosan ini kenapa kerna ga mampu bersaing ikut ppg prajabdaljab takut gabisa melewati passing grade,"['marketplace', 'guru', 'itu', 'bagus', 'jangan', 'lemah', 'hanya', 'orang', 'bodoh', 'yang', 'mengeluh', 'dengan', 'trobosan', 'ini', 'kenapa', 'kerna', 'ga', 'mampu', 'bersaing', 'ikut', 'ppg', 'prajabdaljab', 'takut', 'gabisa', 'melewati', 'passing', 'grade']"
770,guru aja mau dikasih marketplace wkwk ,"['guru', 'aja', 'mau', 'dikasih', 'marketplace', 'wkwk', '']"
771,ketar ketir sama marketplace guru takut salah dikit bintang satuuuuuu,"['ketar', 'ketir', 'sama', 'marketplace', 'guru', 'takut', 'salah', 'dikit', 'bintang', 'satuuuuuu']"
772,ini penghinaan guru bukan komoditas jangan samakan guru dengan celana dalam yang bisa di beli di marketplace atau seperti gado gado yang bisa beli di gofood,"['ini', 'penghinaan', 'guru', 'bukan', 'komoditas', 'jangan', 'samakan', 'guru', 'dengan', 'celana', 'dalam', 'yang', 'bisa', 'di', 'beli', 'di', 'marketplace', 'atau', 'seperti', 'gado', 'gado', 'yang', 'bisa', 'beli', 'di', 'gofood']"
773,mengupas gagasan marketplace guru ala mendikbud nadiem makariem untuk mengangkat guru honorer menjadi pppk    ,"['mengupas', 'gagasan', 'marketplace', 'guru', 'ala', 'mendikbud', 'nadiem', 'makariem', 'untuk', 'mengangkat', 'guru', 'honorer', 'menjadi', 'pppk', '']"
774,mengupas gagasan ampmarketplace guruamp ala mendikbud nadiem makariem untuk mengangkat guru honorer menjadi pppk ,"['mengupas', 'gagasan', 'ampmarketplace', 'guruamp', 'ala', 'mendikbud', 'nadiem', 'makariem', 'untuk', 'mengangkat', 'guru', 'honorer', 'menjadi', 'pppk', '']"
775,tapi poinnya yang saya ambil tidak disitu tapi slogan sensasi marketplace nya cara instan menjual dan dijual apapun itu dizaman yg serba digital ini budaya tradisional kita lambat laun akan tergerus termasuk alam takambang jadi guru sebait filosofi anak minangkabau,"['tapi', 'poinnya', 'yang', 'saya', 'ambil', 'tidak', 'disitu', 'tapi', 'slogan', 'sensasi', 'marketplace', 'nya', 'cara', 'instan', 'menjual', 'dan', 'dijual', 'apapun', 'itu', 'dizaman', 'yg', 'serba', 'digital', 'ini', 'budaya', 'tradisional', 'kita', 'lambat', 'laun', 'akan', 'tergerus', 'termasuk', 'alam', 'takambang', 'jadi', 'guru', 'sebait', 'filosofi', 'anak', 'minangkabau']"
776,skrg sudah trjd mas baik mlalui marketplace iklan dipagar dn tiang listrik tepi jalan seorang guru adalah manusia juga kata guru adalah keilmuan asal atau fasilitator adab dan ilmu mamfaat negri ini kekurangan guru dan tapi banyak guru yg belum jelas kesejahterannya,"['skrg', 'sudah', 'trjd', 'mas', 'baik', 'mlalui', 'marketplace', 'iklan', 'dipagar', 'dn', 'tiang', 'listrik', 'tepi', 'jalan', 'seorang', 'guru', 'adalah', 'manusia', 'juga', 'kata', 'guru', 'adalah', 'keilmuan', 'asal', 'atau', 'fasilitator', 'adab', 'dan', 'ilmu', 'mamfaat', 'negri', 'ini', 'kekurangan', 'guru', 'dan', 'tapi', 'banyak', 'guru', 'yg', 'belum', 'jelas', 'kesejahterannya']"
777,masalah guru pmerintah jls angkat tangandgn kebijakan guru honorerpppkdll pemerintah ttp tdk bs mnyelesaikan masalah dunia pendidikan amp kesejahteraan gurudibuat marketplace guru adl bntuk pengkhianatan krn mnciptakan kasta² pd kualitas gurupadahal yg dibutuhkan adl keadilan,"['masalah', 'guru', 'pmerintah', 'jls', 'angkat', 'tangandgn', 'kebijakan', 'guru', 'honorerpppkdll', 'pemerintah', 'ttp', 'tdk', 'bs', 'mnyelesaikan', 'masalah', 'dunia', 'pendidikan', 'amp', 'kesejahteraan', 'gurudibuat', 'marketplace', 'guru', 'adl', 'bntuk', 'pengkhianatan', 'krn', 'mnciptakan', 'kasta²', 'pd', 'kualitas', 'gurupadahal', 'yg', 'dibutuhkan', 'adl', 'keadilan']"
778,marketplace guru itu program ditujukan untuk guru honorerlulusan guru yg belum dapat pekerjaan dia bisa daftar disitu lalu sekolah tinggal yg butuh tinggal rekrut yg bayar itu dr pusat ingat ini program untuk guru honeror biar lebih sejahtera karena bayaranya dari pusat,"['marketplace', 'guru', 'itu', 'program', 'ditujukan', 'untuk', 'guru', 'honorerlulusan', 'guru', 'yg', 'belum', 'dapat', 'pekerjaan', 'dia', 'bisa', 'daftar', 'disitu', 'lalu', 'sekolah', 'tinggal', 'yg', 'butuh', 'tinggal', 'rekrut', 'yg', 'bayar', 'itu', 'dr', 'pusat', 'ingat', 'ini', 'program', 'untuk', 'guru', 'honeror', 'biar', 'lebih', 'sejahtera', 'karena', 'bayaranya', 'dari', 'pusat']"
779,jika rekruitmen guru melalui marketplace mk pahlawan tanpa tanda jasa harus diubah jd jasa pahlawan dari marketplace kemuliaan penyebar adab dan ilmu sungguh didegradasi guru adalah penjual jasa,"['jika', 'rekruitmen', 'guru', 'melalui', 'marketplace', 'mk', 'pahlawan', 'tanpa', 'tanda', 'jasa', 'harus', 'diubah', 'jd', 'jasa', 'pahlawan', 'dari', 'marketplace', 'kemuliaan', 'penyebar', 'adab', 'dan', 'ilmu', 'sungguh', 'didegradasi', 'guru', 'adalah', 'penjual', 'jasa']"
780,karena mendikbud nya aja jadiin guru cuma marketplace aja jadi kalau mikir sampe sono masih jauhh bangettt,"['karena', 'mendikbud', 'nya', 'aja', 'jadiin', 'guru', 'cuma', 'marketplace', 'aja', 'jadi', 'kalau', 'mikir', 'sampe', 'sono', 'masih', 'jauhh', 'bangettt']"
781,program marketplace guru turunkan marwah profesi ,"['program', 'marketplace', 'guru', 'turunkan', 'marwah', 'profesi', '']"
782,kaya rekruitmen guru gimana kl rekrutmen mentri juga lewat marketplace kl ada yg baper calon guru pppk juga tersinggung lho,"['kaya', 'rekruitmen', 'guru', 'gimana', 'kl', 'rekrutmen', 'mentri', 'juga', 'lewat', 'marketplace', 'kl', 'ada', 'yg', 'baper', 'calon', 'guru', 'pppk', 'juga', 'tersinggung', 'lho']"
783,klo smua guru udh masuk marketplace yg ada malah persaingan pasar klo udh persaingan pasar yg menang kepentingan konsumen bukan esensi dri pendidikan itu sendiri kepikir smp sini ga  pendidik itu tanggung jawab negara mewadahi dan menstandarkan bukan dgn cara dijajakan,"['klo', 'smua', 'guru', 'udh', 'masuk', 'marketplace', 'yg', 'ada', 'malah', 'persaingan', 'pasar', 'klo', 'udh', 'persaingan', 'pasar', 'yg', 'menang', 'kepentingan', 'konsumen', 'bukan', 'esensi', 'dri', 'pendidikan', 'itu', 'sendiri', 'kepikir', 'smp', 'sini', 'ga', 'pendidik', 'itu', 'tanggung', 'jawab', 'negara', 'mewadahi', 'dan', 'menstandarkan', 'bukan', 'dgn', 'cara', 'dijajakan']"
784,ngeliat video yg anaknya dianter sekolah di slb sm bapaknya jadi setuju sm ide marketplace guru tiap ada kasus bullying terutama di sd gurunya pasti sering bilang udah gpp namanya juga anak menormalisasikan sejak dini ini nih yg harusnya dikasih sosialisasi tentang bullying,"['ngeliat', 'video', 'yg', 'anaknya', 'dianter', 'sekolah', 'di', 'slb', 'sm', 'bapaknya', 'jadi', 'setuju', 'sm', 'ide', 'marketplace', 'guru', 'tiap', 'ada', 'kasus', 'bullying', 'terutama', 'di', 'sd', 'gurunya', 'pasti', 'sering', 'bilang', 'udah', 'gpp', 'namanya', 'juga', 'anak', 'menormalisasikan', 'sejak', 'dini', 'ini', 'nih', 'yg', 'harusnya', 'dikasih', 'sosialisasi', 'tentang', 'bullying']"
785,hallo mas nadiem guru itu pahlawan tanpa tanda jasa harusnya diseleksi labih dgn lbh ketat lagi agar bisa menghasilkan guru yg berkualitas lagi lihatlah berapa bnyak guru melecehkan siswa siswinya marketplace bolehkah utk tempat barang saja handphone misal ,"['hallo', 'mas', 'nadiem', 'guru', 'itu', 'pahlawan', 'tanpa', 'tanda', 'jasa', 'harusnya', 'diseleksi', 'labih', 'dgn', 'lbh', 'ketat', 'lagi', 'agar', 'bisa', 'menghasilkan', 'guru', 'yg', 'berkualitas', 'lagi', 'lihatlah', 'berapa', 'bnyak', 'guru', 'melecehkan', 'siswa', 'siswinya', 'marketplace', 'bolehkah', 'utk', 'tempat', 'barang', 'saja', 'handphone', 'misal', '']"
786,syarat daftar marketplace guru yang dicanangkan menteri nadiem ,"['syarat', 'daftar', 'marketplace', 'guru', 'yang', 'dicanangkan', 'menteri', 'nadiem', '']"
787,malem malem begini ovt sama future tetep dilanjut jadi guru alhamdulilah dapet berkahnya aja belom lagi bakalan ada marketplace guru gimana kalo engga di checkout coba trus kalo rating nya jeleq gimana ada ada saja aturan di atas sana semakin kesini semakin kesana,"['malem', 'malem', 'begini', 'ovt', 'sama', 'future', 'tetep', 'dilanjut', 'jadi', 'guru', 'alhamdulilah', 'dapet', 'berkahnya', 'aja', 'belom', 'lagi', 'bakalan', 'ada', 'marketplace', 'guru', 'gimana', 'kalo', 'engga', 'di', 'checkout', 'coba', 'trus', 'kalo', 'rating', 'nya', 'jeleq', 'gimana', 'ada', 'ada', 'saja', 'aturan', 'di', 'atas', 'sana', 'semakin', 'kesini', 'semakin', 'kesana']"
788,anak  perasaan gini amat dah lahir  krisis moneter sd un  paket smp un  paket sma percobaan k s lulus pas pandemi wisuda online profesi lulus dimasukin marketplace guru jadi curiga jgn anak  di kehidupan sebelumnya jd pengkhianat dinasti makanya sad mulu,"['anak', 'perasaan', 'gini', 'amat', 'dah', 'lahir', 'krisis', 'moneter', 'sd', 'un', 'paket', 'smp', 'un', 'paket', 'sma', 'percobaan', 'k', 's', 'lulus', 'pas', 'pandemi', 'wisuda', 'online', 'profesi', 'lulus', 'dimasukin', 'marketplace', 'guru', 'jadi', 'curiga', 'jgn', 'anak', 'di', 'kehidupan', 'sebelumnya', 'jd', 'pengkhianat', 'dinasti', 'makanya', 'sad', 'mulu']"
789,menyimak kabar marketplace guru dan most of them yang aku temuin kontra aku baru nemu satu orang yg gak kontra tapi di ending dia cuma bilang ya kita liat aja realisasinya gimana,"['menyimak', 'kabar', 'marketplace', 'guru', 'dan', 'most', 'of', 'them', 'yang', 'aku', 'temuin', 'kontra', 'aku', 'baru', 'nemu', 'satu', 'orang', 'yg', 'gak', 'kontra', 'tapi', 'di', 'ending', 'dia', 'cuma', 'bilang', 'ya', 'kita', 'liat', 'aja', 'realisasinya', 'gimana']"
790,pelecehankekerasanketidakadilan makin ditampakkan amp terjdi ditempat yg seharusnya bisa mndidik amp terdidik yakin nolak marketplace guru yah walupun ndk menjamin tpi apaslahnya dcoba maybe bisa ngefilter guru yg tdk berguna,"['pelecehankekerasanketidakadilan', 'makin', 'ditampakkan', 'amp', 'terjdi', 'ditempat', 'yg', 'seharusnya', 'bisa', 'mndidik', 'amp', 'terdidik', 'yakin', 'nolak', 'marketplace', 'guru', 'yah', 'walupun', 'ndk', 'menjamin', 'tpi', 'apaslahnya', 'dcoba', 'maybe', 'bisa', 'ngefilter', 'guru', 'yg', 'tdk', 'berguna']"
791,miris sekali klo memang ini terjadi dengan dunia pendidikan guru yg mengabdi ko mau di jadikan diperjual belikan seperti barang di marketplace gimana tindakan dpr ri komisi x menurut saya ini bukan sebuah terobosan akan tetapi seperti jual beli barang ,"['miris', 'sekali', 'klo', 'memang', 'ini', 'terjadi', 'dengan', 'dunia', 'pendidikan', 'guru', 'yg', 'mengabdi', 'ko', 'mau', 'di', 'jadikan', 'diperjual', 'belikan', 'seperti', 'barang', 'di', 'marketplace', 'gimana', 'tindakan', 'dpr', 'ri', 'komisi', 'x', 'menurut', 'saya', 'ini', 'bukan', 'sebuah', 'terobosan', 'akan', 'tetapi', 'seperti', 'jual', 'beli', 'barang', '']"
792,klo menteri ekonomi kreatif okelah klo menteri pendidikan ga paham juga guru itu dinamakan pahlawan tanpa tanda jasa loh kok pakai kosakata marketplace,"['klo', 'menteri', 'ekonomi', 'kreatif', 'okelah', 'klo', 'menteri', 'pendidikan', 'ga', 'paham', 'juga', 'guru', 'itu', 'dinamakan', 'pahlawan', 'tanpa', 'tanda', 'jasa', 'loh', 'kok', 'pakai', 'kosakata', 'marketplace']"
793,pan minta mendikbud mengkaji ulang wacana marketplace untuk guru  ,"['pan', 'minta', 'mendikbud', 'mengkaji', 'ulang', 'wacana', 'marketplace', 'untuk', 'guru', '']"
794,pelecehankekerasanketidakadilan makin ditampakkan ampterjdi dtempat yg seharusnya bisa mndidik amp terdidik yakin nggk mau coba marketplace guru yah walupun ndk menjamin tpi apaslahnya dcoba maybe bisa memfilter guru yg tdk berguna,"['pelecehankekerasanketidakadilan', 'makin', 'ditampakkan', 'ampterjdi', 'dtempat', 'yg', 'seharusnya', 'bisa', 'mndidik', 'amp', 'terdidik', 'yakin', 'nggk', 'mau', 'coba', 'marketplace', 'guru', 'yah', 'walupun', 'ndk', 'menjamin', 'tpi', 'apaslahnya', 'dcoba', 'maybe', 'bisa', 'memfilter', 'guru', 'yg', 'tdk', 'berguna']"
795,nah agak bingung kan sistem rekrutmen guru nantinya diadakan di marketplace jadi guru bisa daftar ke sekolah yg mereka mau tapi sekolah nanti yang akan menyeleksi guru apa yang akan di terima boleh di baca disini kak ,"['nah', 'agak', 'bingung', 'kan', 'sistem', 'rekrutmen', 'guru', 'nantinya', 'diadakan', 'di', 'marketplace', 'jadi', 'guru', 'bisa', 'daftar', 'ke', 'sekolah', 'yg', 'mereka', 'mau', 'tapi', 'sekolah', 'nanti', 'yang', 'akan', 'menyeleksi', 'guru', 'apa', 'yang', 'akan', 'di', 'terima', 'boleh', 'di', 'baca', 'disini', 'kak', '']"
796,marketplace guru,"['marketplace', 'guru']"
797,pg tak sepakat dengan istilah mas menteri soal marketplace guru ,"['pg', 'tak', 'sepakat', 'dengan', 'istilah', 'mas', 'menteri', 'soal', 'marketplace', 'guru', '']"
798,klo ada rekrutmen dokter guru atau dosen yg seolah jasanya diperjualbelikan di marketplace kenapa ga sekalian diadain buat menteri asn pejabat bahkan persiden  kalik bisa nemu penguasa yg kepeduliannya lebih tinggi daripada costnya  hahah,"['klo', 'ada', 'rekrutmen', 'dokter', 'guru', 'atau', 'dosen', 'yg', 'seolah', 'jasanya', 'diperjualbelikan', 'di', 'marketplace', 'kenapa', 'ga', 'sekalian', 'diadain', 'buat', 'menteri', 'asn', 'pejabat', 'bahkan', 'persiden', 'kalik', 'bisa', 'nemu', 'penguasa', 'yg', 'kepeduliannya', 'lebih', 'tinggi', 'daripada', 'costnya', 'hahah']"
799,ide marketplace akan menumbuhkan kkncth jika guru mau cepat lolos dekati aja mlai dr bawah yaitu kepsekmaka kepsek akan membeli guru tsbitu se menurut sy,"['ide', 'marketplace', 'akan', 'menumbuhkan', 'kkncth', 'jika', 'guru', 'mau', 'cepat', 'lolos', 'dekati', 'aja', 'mlai', 'dr', 'bawah', 'yaitu', 'kepsekmaka', 'kepsek', 'akan', 'membeli', 'guru', 'tsbitu', 'se', 'menurut', 'sy']"
800,guru itu profesi mulia dalam islam profesi guru itu sangat dihargai dihormati dan digaji dengan gaji yang layak kenapa sistem sekarang aturan yang muncul seolah olah guru tuh udah ga dihargai sama sekali ini lagi sistem rekrut macam apa yang rekrut guru via marketplace,"['guru', 'itu', 'profesi', 'mulia', 'dalam', 'islam', 'profesi', 'guru', 'itu', 'sangat', 'dihargai', 'dihormati', 'dan', 'digaji', 'dengan', 'gaji', 'yang', 'layak', 'kenapa', 'sistem', 'sekarang', 'aturan', 'yang', 'muncul', 'seolah', 'olah', 'guru', 'tuh', 'udah', 'ga', 'dihargai', 'sama', 'sekali', 'ini', 'lagi', 'sistem', 'rekrut', 'macam', 'apa', 'yang', 'rekrut', 'guru', 'via', 'marketplace']"
801,nadiem hebat dong indonesia akan jadi negara pertama di dunia yang menyediakan guru dan nantinya dosen di marketplace ,"['nadiem', 'hebat', 'dong', 'indonesia', 'akan', 'jadi', 'negara', 'pertama', 'di', 'dunia', 'yang', 'menyediakan', 'guru', 'dan', 'nantinya', 'dosen', 'di', 'marketplace', '']"
802,kategori guru yang bisa masuk ke dalam rekrutmen marketplace ini adalah guru honorer yang sudah mengikuti seleksi calon guru asn lulusan pendidikan profesi guru ppg pra jabatan dan calon guru asn       ,"['kategori', 'guru', 'yang', 'bisa', 'masuk', 'ke', 'dalam', 'rekrutmen', 'marketplace', 'ini', 'adalah', 'guru', 'honorer', 'yang', 'sudah', 'mengikuti', 'seleksi', 'calon', 'guru', 'asn', 'lulusan', 'pendidikan', 'profesi', 'guru', 'ppg', 'pra', 'jabatan', 'dan', 'calon', 'guru', 'asn', '']"
803,akan diimplementasikan pada  marketplace guru ini akan menjadi database yang bisa diakses semua sekolah untuk mencari calon guru untuk mengajar di sekolah selain itu calon guru juga bisa memilih lokasi mengajar tanpa menunggu proses perekrutan guru secara terpusat,"['akan', 'diimplementasikan', 'pada', 'marketplace', 'guru', 'ini', 'akan', 'menjadi', 'database', 'yang', 'bisa', 'diakses', 'semua', 'sekolah', 'untuk', 'mencari', 'calon', 'guru', 'untuk', 'mengajar', 'di', 'sekolah', 'selain', 'itu', 'calon', 'guru', 'juga', 'bisa', 'memilih', 'lokasi', 'mengajar', 'tanpa', 'menunggu', 'proses', 'perekrutan', 'guru', 'secara', 'terpusat']"
804,menteri pendidikan kebudayaan riset dan teknologi mendikbud ristek nadiem makarim sedang membuat marketplace guru platform baru untuk para guru ,"['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbud', 'ristek', 'nadiem', 'makarim', 'sedang', 'membuat', 'marketplace', 'guru', 'platform', 'baru', 'untuk', 'para', 'guru', '']"
805,sebenarnya dari smt lalu udah agak goyah terus sekarang ya gitu deh mengenai marketplace guru apalagi astungkara yakin sama tuhan sama diri sendiri pasti bisa ,"['sebenarnya', 'dari', 'smt', 'lalu', 'udah', 'agak', 'goyah', 'terus', 'sekarang', 'ya', 'gitu', 'deh', 'mengenai', 'marketplace', 'guru', 'apalagi', 'astungkara', 'yakin', 'sama', 'tuhan', 'sama', 'diri', 'sendiri', 'pasti', 'bisa', '']"
806,siapsiap guru honorer akan memasuki program baru perekrutan melalui platform marketplace apa keuntungannya ,"['siapsiap', 'guru', 'honorer', 'akan', 'memasuki', 'program', 'baru', 'perekrutan', 'melalui', 'platform', 'marketplace', 'apa', 'keuntungannya', '']"
